PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,COMP ID,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB,CB41,CB42,CB43,CB56,CB58,CB59,CB61,CB62,CB63,CB46,CB47,CB48,CB49,CB50,CB51,CB52,CB53,CB54
2992,2-palmitoyl-digalactosylglycerol (16:0)*,Lipid,Galactosyl Glycerolipids,62375,LC/MS Neg,100020697,5890,653.3754,,,,,0.1941,1.7791,2.3949,0.4312,2.3855,0.6227,0.1941,3.8293,3.3702,0.6284,2.0273,1,1.6346,0.365,0.4734,0.2058,0.8721,1.4776
2986,2-palmitoyl-galactosylglycerol (16:0)*,Lipid,Galactosyl Glycerolipids,62373,LC/MS Neg,100020696,6060,491.3226,,,,,0.5154,0.6225,1.0489,0.603,1.2582,0.9471,0.7349,2.6027,0.9511,1.0785,2.9571,2.8406,1.7044,1.0897,0.7243,0.4157,0.7925,2.328
2601,2-palmitoyl-GPC* (16:0)*,Lipid,Lysophospholipid,35253,LC/MS Neg,100001562,6215,570.3413,15061532,,,HMDB0061702,0.2397,1.1131,0.5775,0.7583,1.8108,1.1176,1.2196,1.4963,2.7305,0.3736,0.6933,2.4002,2.1937,0.2535,3.9925,0.8869,0.5501,0.4196
2868,2-palmitoylglycerol (16:0),Lipid,Monoacylglycerol,33419,LC/MS Neg,100001048,6400,255.2329,123409,23470-00-0,,HMDB0011533,1.9948,0.5945,0.4602,0.8593,1.3676,1.0157,1.339,0.7446,5.089,0.9843,0.5757,11.6364,1.5944,1.1056,3.7171,0.6178,0.5743,0.6691
4633,2-piperidinone,Xenobiotics,Food Component/Plant,43400,LC/MS Pos Early,100004295,1675,100.0757,12665,675-20-7,,HMDB0011749,1.0959,0.9705,1.0197,0.9803,0.5815,0.5127,0.91,1.0245,2.028,2.2323,2.6776,1.6412,0.4155,0.507,0.734,1.0353,1.0228,0.896
2670,2-stearoyl-GPE (18:0)*,Lipid,Lysophospholipid,41220,LC/MS Neg,100003901,6350,480.3096,90658453;53480667,,,HMDB0011129,0.3943,0.3641,0.2065,0.778,3.0574,1.1185,2.6177,0.8833,4.9097,0.168,0.4642,3.6025,2.4646,0.1895,12.1914,2.0705,1.1167,0.4702
2034,"2R,3R-dihydroxybutyrate",Lipid,"Fatty Acid, Dihydroxy",63109,LC/MS Polar,100002367,1543,119.035,13120901,759-06-8,,HMDB0000498,0.9571,0.841,0.982,0.955,2.0594,0.9341,0.6211,1.2166,1.018,1.1367,0.9669,0.7733,0.7419,1.3685,1.3726,1.1985,1.2077,1.4188
2033,"2S,3R-dihydroxybutyrate",Lipid,"Fatty Acid, Dihydroxy",62950,LC/MS Polar,100002284,1660,119.035,10964471,5057-93-2,,HMDB0002453,0.9961,1.2557,1.3924,1.1197,1.8002,1.2054,0.8006,1.3323,1.0803,0.7745,0.576,0.5554,0.621,1.3138,0.7405,1.0039,0.7988,0.6873
2037,"3,4-dihydroxybutyrate",Lipid,"Fatty Acid, Dihydroxy",62952,LC/MS Polar,100001730,2204,119.035,150929,51267-44-8,,HMDB0000337,1.1707,0.869,1.0386,1.1725,1.3404,1.0113,0.6813,0.7595,0.7968,0.9884,0.689,0.9275,0.563,1.448,0.9887,1.3625,1.1622,1.1141
4573,"3,5-dihydroxyphenylpropionate",Xenobiotics,Benzoate Metabolism,63342,LC/MS Polar,100021256,1420,181.0506,161525,26539-01-5,,HMDB0125533,2.8923,0.5889,0.5889,0.5889,1.1064,0.5889,0.5889,0.7675,0.7078,0.5889,0.5889,0.8936,0.5889,0.5889,0.7207,1.7043,1.5273,1.3344
4565,3-(3-hydroxyphenyl)propionate sulfate,Xenobiotics,Benzoate Metabolism,45415,LC/MS Neg,100005391,1294,245.0125,187488,86321-32-6,,HMDB0094710,7.1687,0.3564,0.7228,6.5848,2.2823,1.8647,1.1594,0.8314,3.4393,0.1337,0.4933,0.2829,0.4586,1.1184,2.6107,1.9642,0.8816,0.5104
181,3-(4-hydroxyphenyl)lactate (HPLA),Amino Acid,Tyrosine Metabolism,32197,LC/MS Neg,240,1379,181.0506,9378,6482-98-0,C03672,HMDB0000755,1.2719,0.3031,0.5531,1.4974,2.1425,1.9732,0.4629,1.0466,1.1692,0.4789,0.2957,0.3494,0.4853,0.8385,0.9953,1.0047,1.0716,1.6122
6104,3-acetylphenol sulfate,Xenobiotics,Chemical,48693,LC/MS Neg,100004326,2477,215.002,,,,,5.4584,0.7406,1.0307,3.8766,1.3267,1.3167,0.6166,0.2307,2.4436,0.2186,0.2429,0.2186,0.2186,0.5037,1.7501,0.9693,0.2186,0.2186
489,3-amino-2-piperidone,Amino Acid,Urea cycle; Arginine and Proline Metabolism,62853,LC/MS Pos Early,100020361,2065,115.0866,5200225,1892-22-4,,HMDB0000323,1.0814,1.4246,1.4744,0.9212,1.0141,0.8945,0.5777,0.9859,0.5764,1.0659,1.0839,0.7266,0.5409,0.9695,0.8419,1.1221,1.0635,1.1202
3530,3-dehydrocholate,Lipid,Secondary Bile Acid Metabolism,43835,LC/MS Neg,100001062,5050,405.2646,159655,2304-89-4,,HMDB00502,0.1849,0.0695,0.2828,0.0695,0.5912,0.0695,0.0695,1.9301,0.4049,0.2921,3.1941,1.0368,0.8589,1.5397,1,1.2131,4.0421,3.4569
4782,3-formylindole,Xenobiotics,Food Component/Plant,62863,LC/MS Pos Early,100020219,2736,146.06,10256,487-89-8,C08493,HMDB29737,0.872,0.6106,0.8139,1.0287,1.1721,1.356,0.8248,0.9759,0.6957,0.8807,1.0241,0.7705,0.7733,1.3398,1.0695,1.4495,1.0727,1.137
6251,3-hydroxy-2-methylpyridine sulfate,Xenobiotics,Chemical,63227,LC/MS Neg,100020975,1849,188.0023,,,,,4.1838,1.6888,1.4996,3.6108,1.3071,1.5256,0.654,0.2628,0.7419,0.6189,0.2328,0.4276,0.4526,1.3441,1.2581,1.3035,0.5129,0.1903
3175,3-hydroxy-3-methylglutarate,Lipid,Mevalonate Metabolism,531,LC/MS Polar,112,2850,161.0456,1662;5459993,503-49-1,C03761,HMDB0000355,1.0481,0.6411,0.8008,1.4075,1.1046,0.9801,1.2163,0.8571,0.6911,1.0405,1.0925,0.6689,0.4858,1.0199,1.4496,1.3106,0.8193,0.7684
1938,3-hydroxybutyrate (BHBA),Lipid,Ketone Bodies,542,LC/MS Polar,254,1480,103.0401,441;94318;92135,625-72-9,"C03197,C01089","HMDB0000011,HMDB0000357,HMDB0000442",0.6161,0.4365,0.6848,0.5125,1.417,1.0446,1.1835,1.3376,2.1658,0.2455,0.2754,0.9302,0.9554,0.571,6.3454,1.126,1.9713,2.8683
4465,3-hydroxyhippurate,Xenobiotics,Benzoate Metabolism,39600,LC/MS Neg,100002122,1687,194.0459,450268,1637-75-8,,HMDB0006116,1.7403,0.7547,0.9101,1.1539,0.6992,1.1224,1.0531,1.2604,0.6955,1.1606,1.175,1.1401,0.5127,1.212,0.5579,0.9469,0.7719,0.6803
428,3-hydroxyisobutyrate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1549,LC/MS Polar,111,1619,103.0401,11966314,2068-83-9,"C01188,C06001","HMDB0000023,HMDB0000336",0.3547,0.3547,0.3547,0.3563,1,0.4483,1.3076,1.0596,1.6786,0.3547,0.4042,0.6918,0.7422,0.4559,2.811,1.1582,1.2689,1.261
1929,3-hydroxyoleoylcarnitine,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",61840,LC/MS Pos Late,100019801,1406,442.3527,129637446,,,,0.6845,0.9052,0.4419,0.7921,1.1202,1.794,1.6006,0.4419,1.4548,0.7252,0.4419,0.7107,1.7685,1,2.1706,0.4419,1.4294,0.5462
1928,3-hydroxypalmitoylcarnitine,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",61839,LC/MS Pos Late,100019800,1380,416.3371,126456228,,,HMDB0013336,0.6459,1.0223,0.8248,0.9721,0.9777,1.5092,1.4763,0.7562,1.7205,1.1587,0.6547,1.3897,1.666,1.056,2.1331,0.9279,0.9321,0.7727
6218,3-hydroxypyridine sulfate,Xenobiotics,Chemical,48448,LC/MS Neg,100006098,1595.5,173.9867,,1955-23-3,,,4.2933,1.3887,1.4824,3.4331,1.8075,1.6156,0.5515,0.2684,0.812,0.4519,0.5074,0.4835,0.5058,1.3088,1.8771,1.188,0.6075,0.3257
1984,3-hydroxysebacate,Lipid,"Fatty Acid, Monohydroxy",31943,LC/MS Neg,100001145,1282,217.1081,3017884,73141-46-5,,HMDB0000350,0.7259,0.656,0.941,0.864,0.5188,0.6069,0.6532,1.4178,0.3993,1.3538,2.1156,1.3821,0.6724,1.726,1.0862,1.0816,1.059,1.7454
1981,3-hydroxysuberate,Lipid,"Fatty Acid, Monohydroxy",31936,LC/MS Polar,100001143,3000,189.0768,22328017,73141-47-6,,HMDB0000325,1.6556,0.8061,0.927,2.3054,1.13,1.2094,0.9154,1.412,0.972,0.8667,0.5548,0.5548,0.6854,1.2758,0.7379,1.1769,1.028,0.5548
5211,3-indoleglyoxylic acid,Xenobiotics,Food Component/Plant,63583,LC/MS Neg,100020372,2140,188.0353,73863,1477-49-2,,,1.9722,0.8641,1.3424,1.5137,0.9807,1.2768,1.2042,0.7028,0.6649,1.8058,0.8612,0.9077,0.5945,1.7663,1.0193,1.255,0.9159,0.8242
322,3-indoxyl sulfate,Amino Acid,Tryptophan Metabolism,27672,LC/MS Neg,100000467,2222.2,212.0023,10258,2642-37-7,,HMDB0000682,4.6919,0.4407,1.1006,3.0928,1.5727,1.1651,0.8994,0.5131,1.7809,0.3236,0.495,0.4945,0.5717,1.1559,1.4878,1.1421,0.7415,0.4672
2999,3-ketosphinganine,Lipid,Sphingolipid Synthesis,34381,LC/MS Pos Late,100001436,1400,300.2897,631,18944-28-0,C02934,HMDB01480,0.0876,0.0876,0.1459,0.0876,0.0876,0.0876,0.0876,1.8808,0.0876,1.1517,1.6484,0.8483,0.0876,0.7927,0.0876,0.4953,1.4854,1.5638
4538,3-methoxycatechol sulfate (1),Xenobiotics,Benzoate Metabolism,48763,LC/MS Neg,100006375,2163,218.9969,129892430,,,,2.7738,0.6012,0.6012,2.3132,1.0195,0.7767,0.6012,0.6012,1.2269,0.6012,0.6012,0.6012,0.6012,1.097,0.9805,0.9329,0.682,0.6012
4539,3-methoxycatechol sulfate (2),Xenobiotics,Benzoate Metabolism,48752,LC/MS Neg,100006376,2200,218.9969,,,,,3.8113,0.6338,1,3.1285,1.3103,1.0521,0.6223,0.3304,2.0011,0.3304,0.3304,0.3304,0.3304,0.6876,1.1799,0.8379,0.4191,0.3304
4499,3-methyl catechol sulfate (1),Xenobiotics,Benzoate Metabolism,46165,LC/MS Neg,100004112,2790,203.002,118431379,,,,2.6881,0.5275,0.9502,2.0868,1.4638,0.8343,0.5275,0.5275,0.7126,0.5275,0.5275,0.5275,0.5275,0.5275,1.0498,0.5275,0.5275,0.5275
423,3-methyl-2-oxobutyrate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",44526,LC/MS Polar,100000936,911,115.0401,49,3715-29-5,C00141,HMDB0000019,0.5142,0.6214,0.5142,0.8485,1.2471,0.6516,1.5134,1.1709,1.4558,0.6298,0.9644,0.9419,1.0356,0.9022,3.7277,1.4418,1.0413,0.5142
394,3-methyl-2-oxovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15676,LC/MS Neg,100000036,2064.2,129.0557,440877;439286,1460-34-0;51829-07-3,"C00671,C06008,C03465",HMDB0000491,0.3265,0.5737,0.5025,0.6404,1.7571,0.4447,1.4285,1.485,2.1846,0.4898,1.0499,1.0252,0.9748,1.0863,3.2386,1.0784,0.6892,0.7058
4252,3-methylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",35132,LC/MS Pos Early,100001466,2176,258.1085,14237477,21028-20-6,,HMDB0240577,0.5361,1.815,1.443,1.8099,0.4532,0.5594,1.9734,1.0219,0.5401,0.879,0.91,1.303,0.7649,0.4532,1.8357,0.9781,1.115,0.4532
4571,3-phenylpropionate (hydrocinnamate),Xenobiotics,Benzoate Metabolism,15749,LC/MS Neg,100000010,2860,149.0608,107,501-52-0,C05629,HMDB0000764,0.9309,0.4516,1.5442,1.0881,1.0052,0.894,1.2247,0.4516,0.7505,0.9575,1.0225,0.8667,0.6902,1,6.1465,0.6369,1.077,1.1873
481,3-sulfo-L-alanine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",47089,LC/MS Pos Early,382,570,170.0118,72886,498-40-8,C00506,HMDB0002757,0.6872,0.9885,0.9181,0.8149,1.5698,0.9768,1.0089,2.8157,1.1949,0.765,1.1802,1.1421,0.9546,0.9911,0.9102,1.2458,1.2987,1.1683
4236,3-ureidopropionate,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3155,LC/MS Pos Early,1053,875,133.0608,111,462-88-4,C02642,HMDB0000026,1.5086,0.3193,0.4495,2.0928,2.3728,0.5997,0.4687,0.9425,4.0815,0.3506,2.0746,0.8751,1.0575,1.3304,1.3568,1.4058,0.8752,0.8881
560,4-acetamidobutanoate,Amino Acid,Polyamine Metabolism,1558,LC/MS Pos Early,1113,1350,146.0812,18189,3025-96-5,C02946,HMDB0003681,1.0766,1.0149,0.5083,1.6087,0.9851,1.6785,0.6867,0.8065,1.4,0.6873,1.286,1.105,0.3288,0.8857,1.6761,1.6123,0.6724,0.3974
4809,4-acetylcatechol sulfate (1),Xenobiotics,Food Component/Plant,62798,LC/MS Neg,100020853,1774,230.9969,,,,,3.1907,0.9887,1.1082,2.5393,1.1467,1.2183,0.7899,0.4836,1.0134,0.5927,0.3603,0.5927,0.3708,0.9961,1.1466,1.3263,1.0039,0.4839
4514,4-acetylphenyl sulfate,Xenobiotics,Benzoate Metabolism,44620,LC/MS Neg,100000711,2375,215.002,4684006,,,,3.0727,0.9379,1.0272,2.8597,1.3514,1.1482,0.9728,0.6081,1.459,0.5734,0.425,0.4656,0.425,0.8519,1.1421,1.2255,0.8757,0.425
3218,4-cholesten-3-one,Lipid,Sterol,38125,LC/MS Pos Late,100002227,2520,385.3465,91477,601-57-0,C00599,HMDB0000921,0.9708,0.7505,0.6084,0.9844,0.7388,1.0156,0.5478,1.179,0.8019,0.8774,1.6299,1.0947,1.369,1.3833,0.8425,1.2071,1.3335,1.6991
563,4-guanidinobutanoate,Amino Acid,Guanidino and Acetamido Metabolism,15681,LC/MS Pos Early,100000096,2320,146.0924,500,463-003;463-00-3,C01035,HMDB0003464,1.5802,1.496,1.0665,1.6956,0.9335,1.7353,1.0964,0.525,0.7167,1.7038,0.5807,0.6878,0.5654,1.5682,0.9122,1.2888,0.5705,0.2345
4483,4-hydroxybenzoate,Xenobiotics,Benzoate Metabolism,21133,LC/MS Neg,100000862,820,137.0244,135,99-96-7,C00156,HMDB0000500,1.3886,0.7095,0.7095,1.0767,0.7095,0.7095,0.8033,0.7095,0.7095,0.7109,1,0.8009,0.7095,1.4403,0.7095,1.2207,0.7095,0.7095
5178,4-hydroxycinnamate,Xenobiotics,Food Component/Plant,36770,LC/MS Neg,100001675,1457,163.0401,637542,501-98-4,C00811,HMDB0002035,1.1638,1.2836,1.6495,0.6939,1.0385,0.9746,0.7443,1.5864,0.7004,2.4041,1.0254,0.9528,0.6895,1.9198,0.3678,0.8876,1.4313,0.5237
230,4-hydroxycinnamate sulfate,Amino Acid,Tyrosine Metabolism,48410,LC/MS Neg,100006095,1000,242.9969,6070438,376374-66-2,,,1.9191,0.6361,0.5917,1.8021,1.0044,0.9552,1.8896,1.5216,1.6273,0.6807,0.7165,0.9323,0.9956,0.9809,1.3181,1.2288,1.4624,0.545
51,4-hydroxyglutamate,Amino Acid,Glutamate Metabolism,40499,LC/MS Pos Early,100002544,1141,164.0554,439902,2485-33-8,C03079,HMDB0001344,0.5718,1.8868,1.9752,1.4146,0.5393,0.5925,0.9673,0.2077,0.2077,0.4496,0.2748,0.2077,0.2077,1.0327,1.5576,1.7046,0.2077,1.4375
4467,4-hydroxyhippurate,Xenobiotics,Benzoate Metabolism,35527,LC/MS Neg,100001423,1475,194.0459,151012,2482-25-9,,HMDB0013678,1.9576,0.843,0.6648,2.691,1.0436,1.4,1.551,1.3502,1.3186,0.6264,0.3937,0.7634,0.9564,0.9516,0.5906,1.1787,1.0508,0.1584
232,4-hydroxyphenylacetate sulfate,Amino Acid,Tyrosine Metabolism,53027,LC/MS Neg,100006633,867,230.9969,,,,,8.9885,0.8098,1.2372,8.7279,4.0138,2.2958,0.7466,0.408,3.5201,0.3173,0.8152,0.3587,0.5333,1.1848,2.5446,1.9765,0.2668,0.5535
1189,4-hydroxyphenylacetylglutamine,Peptide,Acetylated Peptides,55017,LC/MS Neg,100010850,1650,279.0986,,,,,1.5957,0.7998,1.1368,2.5027,1.0246,1.5891,1.1074,0.5003,0.6149,1.1398,0.3945,0.6996,0.5733,0.8375,1.6918,1.0668,0.9754,0.8438
1191,4-hydroxyphenylacetylglycine,Peptide,Acetylated Peptides,43525,LC/MS Neg,100004418,1622,208.0615,440732,28116-23-6,C05596,HMDB0000735,0.9844,0.8499,0.9021,1.0689,1.0384,0.7447,0.7289,1.1727,0.4748,1.211,1.5167,1.0795,0.7902,1.7183,0.7742,1.0156,0.9522,1.7284
175,4-hydroxyphenylpyruvate,Amino Acid,Tyrosine Metabolism,1669,LC/MS Neg,1141,1690,179.035,979,156-39-8,C01179,HMDB0000707,0.9141,2.3445,1.2558,0.4007,1.3531,0.6879,1.0859,1.2314,1.9296,0.5662,0.5821,1.1634,1.4154,0.4489,1.3639,0.7136,0.3784,0.7201
97,4-imidazoleacetate,Amino Acid,Histidine Metabolism,32349,LC/MS Pos Early,100001207,2055,127.0502,96215,645-65-8,C02835,HMDB0002024,1.7358,1.7916,0.7381,1.82,1.1499,0.7299,2.0417,0.5618,0.9506,1.0631,0.5618,0.8419,0.9588,2.8817,1.8191,0.751,0.898,1
343,4-methyl-2-oxopentanoate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",22116,LC/MS Neg,100000551,2170,129.0557,70,816-66-0,C00233,HMDB0000695,0.9293,0.8003,0.6065,0.7365,1.6233,0.7624,1.3848,1.5796,2.5365,0.8925,1.1408,1.2018,1.0707,0.6049,3.5116,1.2393,0.9208,0.787
4502,4-methylcatechol sulfate,Xenobiotics,Benzoate Metabolism,46146,LC/MS Neg,100004111,2665,203.002,54104170,,,HMDB0240459,6.802,1.1483,1.8399,3.9694,2.364,1.385,1,0.538,3.3119,0.1804,0.3621,0.1804,0.3426,0.5238,1.5007,0.9899,0.4469,0.3649
4527,4-vinylcatechol sulfate,Xenobiotics,Benzoate Metabolism,64579,LC/MS Neg,100021208,3060,215.002,,,,,3.3549,0.9627,1.1138,1.2798,1.3348,0.4569,1.3428,0.5942,3.2229,0.4569,0.729,0.7701,0.4569,0.4569,0.8165,1.0643,1,0.6674
5216,4-vinylguaiacol glucuronide,Xenobiotics,Food Component/Plant,63843,LC/MS Neg,100021209,3010,325.0929,,,,,2.5461,1.4757,1.0266,2.3464,1.2438,1.1364,1.0229,0.4897,1.4874,0.7423,0.5282,0.669,0.7278,0.9771,0.9395,1.1366,0.4608,0.1783
5113,4-vinylguaiacol sulfate,Xenobiotics,Food Component/Plant,48442,LC/MS Neg,100006126,3354,229.0176,53803570,,,HMDB0127980,2.4833,0.8223,1,1.167,1.0866,0.7014,1.0671,0.3181,2.4678,1.2857,0.6598,0.6759,0.3985,1.0235,0.7253,1.0955,0.3061,0.3061
4220,"5,6-dihydrouridine",Nucleotide,"Pyrimidine Metabolism, Uracil containing",61833,LC/MS Neg,100001425,1119,245.0779,94312,04/05/5627,,HMDB0000497,0.5803,0.7237,0.7471,0.8908,0.6822,0.6007,0.3706,1.0336,0.5945,1.8097,3.149,2.8222,1.1959,2.1003,1.7126,1.2459,1.0613,0.9664
4420,5-(2-Hydroxyethyl)-4-methylthiazole,Cofactors and Vitamins,Thiamine Metabolism,27673,LC/MS Pos Early,100000098,2310,144.0478,1136,137-00-8,C04294,HMDB0032985,0.5411,1.4861,0.5411,0.7492,1.0161,0.7263,0.5411,3.2919,2.6943,0.6379,1.4698,1.9367,1.6874,0.9616,0.9106,0.9839,1.2044,0.8095
136,5-aminovalerate,Amino Acid,Lysine Metabolism,18319,LC/MS Pos Early,100000454,2220,118.0863,138,660-88-8,C00431,HMDB0003355,0.9327,0.2718,0.7748,0.3835,0.6297,0.3146,0.5807,2.3516,0.4839,1.634,6.3805,1.8763,1.0432,3.175,0.9568,1.3379,3.1283,2.9209
1882,5-dodecenoylcarnitine (C12:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",61769,LC/MS Pos Late,100016069,1135,342.2639,91825571,,,HMDB13326,0.9414,2.1632,0.9105,2.0157,0.7017,1.8142,0.3666,1.4375,2.0138,0.6975,0.3666,1.4388,2.3498,0.8613,0.8521,0.3666,1.0148,0.9852
6249,5-hydroxy-2-methylpyridine sulfate,Xenobiotics,Chemical,63230,LC/MS Neg,100020973,2074,188.0023,,,,,4.0688,1.4648,0.9401,3.1315,1.6742,1.5279,0.5377,0.2042,1.0143,0.3374,0.263,0.3609,0.2042,0.9857,1.1568,1.0261,0.3821,0.2042
320,5-hydroxyindole sulfate,Amino Acid,Tryptophan Metabolism,52914,LC/MS Neg,100009042,1928,212.0023,,,,,0.5737,0.7835,0.804,0.6019,1.9245,0.6058,1.295,5.3707,1.903,0.5207,0.8337,0.8464,2.4129,0.5207,1.1536,0.5207,1.7354,2.0818
119,5-hydroxylysine,Amino Acid,Lysine Metabolism,15685,LC/MS Pos Early,100000054,2790,163.1077,3032849,13204-98-3,C16741,HMDB0000450,0.3082,0.3082,0.3082,1.2249,1.4574,0.8101,2.533,0.7038,1.8331,0.3082,0.3082,0.7701,0.9123,0.4044,4.5008,1.5852,1.0877,0.5495
285,5-hydroxypicolinic acid,Amino Acid,Tryptophan Metabolism,63160,LC/MS Neg,100021277,709,138.0197,268740,15069-92-8,,,1.331,1.0284,1.4124,1.1358,0.9526,1.4293,0.5006,0.506,0.2694,0.7917,1.0927,0.9716,0.4028,1.3421,0.6728,1.1492,0.9021,1.4518
4263,5-methyl-2'-deoxycytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",38159,LC/MS Pos Early,100002300,2303,242.1135,440055,838-07-3,C03592,HMDB0002224,0.6429,0.7393,0.7121,1.2494,1.4329,0.9191,0.7899,1.5514,1.1083,0.5935,0.6596,1.0208,2.1398,0.6612,2.8557,1.0103,1.413,0.9897
4253,5-methylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",22119,LC/MS Pos Early,100000763,2227,258.1085,92918,2140-61-6,,HMDB0000982,0.8422,0.9493,0.6371,1,0.2263,0.2721,1.2467,1.8971,0.7666,1.2995,0.9028,1.2115,2.1636,0.2263,5.1817,1.728,3.2445,0.8894
556,5-methylthioadenosine (MTA),Amino Acid,Polyamine Metabolism,1419,LC/MS Pos Early,212,2752,298.0968,439176,2457-80-9,C00170,HMDB0001173,0.7186,0.2839,0.3279,0.8907,0.8087,0.6055,1.1941,0.6577,0.7572,1.809,1.2906,3.5004,1.1498,1.4102,1.1733,1.1093,0.2217,1.3734
447,5-methylthioribose,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",62100,LC/MS Pos Early,100002103,790,181.0529,6419710,23656-67-9,,HMDB0001087,2.542,0.8669,0.6577,3.9613,1.9275,1.3809,1.1331,0.4931,1.6713,0.8433,0.4931,0.4931,0.4931,0.8101,0.7719,0.4931,0.4931,0.4931
4222,5-methyluridine (ribothymidine),Nucleotide,"Pyrimidine Metabolism, Uracil containing",35136,LC/MS Neg,100001446,1778.1,257.0779,445408,1463-10-1,,HMDB0000884,0.4008,0.4008,0.4008,0.4008,0.4008,0.4008,0.4008,0.747,0.6921,0.4008,0.8643,0.4008,1.1357,0.4008,4.9229,2.1256,1.3743,0.4008
579,5-oxoproline,Amino Acid,Glutathione Metabolism,1494,LC/MS Neg,1021,738.5,128.0353,439685;7405,98-79-3,"C01879,C02237",HMDB0000267,0.9348,0.5735,0.7244,1.1933,1.3728,1.3019,1.6812,0.8461,1.8961,0.7572,0.9851,0.8358,0.8695,0.8186,1.9165,1.3569,1.0149,1.1796
3491,6-beta-hydroxylithocholate,Lipid,Secondary Bile Acid Metabolism,36807,LC/MS Neg,100001625,4830,391.2854,5283821,668-49-5,C15515,HMDB0000811,0.5307,0.0273,0.6354,0.0273,1.1664,0.0273,0.0447,9.7222,0.8336,0.5602,5.0032,2.0283,1.2224,1.904,0.5632,0.7622,4.9535,5.6638
3521,6-oxolithocholate,Lipid,Secondary Bile Acid Metabolism,46336,LC/MS Neg,100001068,5033,389.2697,164960,2393-61-5,,,0.2764,0.2764,0.4016,0.2764,0.8939,0.2764,0.2764,11.2342,0.5723,0.4584,4.2533,1.0929,1.236,2.7367,0.3603,0.9071,4.84,3.4262
133,6-oxopiperidine-2-carboxylate,Amino Acid,Lysine Metabolism,43231,LC/MS Pos Early,100004499,1432,144.0655,3014237,34622-39-4,,HMDB0061705,1.1858,1.7156,1.5511,1.4267,1.2799,1.3374,0.9167,0.7889,0.6681,0.92,0.8099,0.5714,0.428,1.1315,1.0307,0.9693,1.1105,0.3198
3519,"7,12-diketolithocholate",Lipid,Secondary Bile Acid Metabolism,31906,LC/MS Neg,100001070,4215,403.249,3080560,517-33-9,,,0.388,0.388,0.388,0.388,0.388,0.388,0.388,0.388,0.388,0.388,2.1555,0.388,0.388,1.6321,0.388,0.5909,1.2652,0.7348
3535,7-ketodeoxycholate,Lipid,Secondary Bile Acid Metabolism,31904,LC/MS Neg,100001063,4821,405.2646,188292,911-40-0,,HMDB0000391,0.4051,0.0006,0.5385,0.0128,0.9617,0.0561,0.0739,5.492,1.0383,0.3567,3.9992,1.1789,1.5068,1.8185,0.7918,1.4784,4.3978,3.4659
3522,7-ketolithocholate,Lipid,Secondary Bile Acid Metabolism,43830,LC/MS Neg,100001069,5082,389.2697,444262,4651-67-6,,HMDB0000467,0.3817,0.0187,0.6833,0.0187,0.819,0.0187,0.0541,5.1435,1.0335,0.3646,3.517,1.2411,1.7596,1.328,0.3926,0.9665,3.4153,3.6034
4184,7-methylguanine,Nucleotide,"Purine Metabolism, Guanine containing",35114,LC/MS Neg,100001456,1729.7,164.0578,135398679,578-76-7,C02242,HMDB0000897,1.0212,0.6682,0.6369,1.2248,0.8221,0.8451,0.7022,0.9625,0.6878,0.9889,1.6937,1.611,1.0335,1.6231,0.9482,1.1466,1.0111,1.8687
4187,7-methylguanosine,Nucleotide,"Purine Metabolism, Guanine containing",31580,LC/MS Pos Early,100001118,2214,298.1146,135445750,20241-86-4,C20674,HMDB0001107,1.1851,0.284,1,0.8939,0.2826,0.7082,0.7021,0.2826,0.2826,1.2018,1.0062,0.2826,0.2826,1.7639,0.2826,0.6594,1.9051,1.335
2001,8-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",21239,LC/MS Neg,100000956,2300,159.1027,69820,764-89-6,,HMDB0061914,0.9721,1.0534,1.2028,1.0825,0.7744,1,0.9446,0.7883,0.7343,1.0326,0.7343,1.0409,0.9194,1.5416,0.9952,0.7343,1.7004,0.7343
1840,acetylcarnitine (C2),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",32198,LC/MS Pos Early,100000802,2282,204.123,7045767,5080-50-2,C02571,HMDB0000201,0.4623,0.6831,0.3292,0.8667,2.9069,0.9338,1.739,2.2172,4.247,0.1629,0.4395,1.2887,1.7128,0.2095,6.3335,2.4795,1.0662,0.8491
