PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,COMP ID,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,                                      Group HMDB,CB41,CB42,CB43,CB56,CB58,CB59,CB61,CB62,CB63,CB46,CB47,CB48,CB49,CB50,CB51,CB52,CB53,CB54
5127,3-hydroxycinnamate sulfate,Xenobiotics,Food Component/Plant,48409,LC/MS Neg,100006094,1338,242.9969,6443141,86321-30-4,,,0.6765,1.0285,0.9471,0.4843,0.4843,0.4843,0.7863,0.9715,1.1156,0.7577,2.6225,1.6217,0.7308,1.5088,0.4843,1.8122,5.1489,0.4843
1982,3-hydroxydecanoate,Lipid,"Fatty Acid, Monohydroxy",22053,LC/MS Neg,100000997,4634.7,187.134,26612,5561-87-5,,HMDB0002203,0.3146,0.4001,0.4196,0.7355,0.7836,0.9922,1.6386,1.7657,1.8061,0.7971,0.9143,1.0078,1.2758,1.1466,2.5907,0.6471,1.3518,3.5549
1927,3-hydroxydecanoylcarnitine,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",63358,LC/MS Pos Late,100021141,961,332.2432,121454166,,,HMDB0061636,0.5171,0.3808,0.9518,0.8878,0.7715,1.0482,1.6235,2.3118,1.6833,0.9174,0.8088,0.923,1.3156,1.138,2.9676,0.6485,1.5335,2.9944
1687,3-hydroxydodecanedioate*,Lipid,"Fatty Acid, Dicarboxylate",62915,LC/MS Neg,100001454,2252,245.1394,16663321,34574-69-1,,HMDB0000413,1.3565,0.783,1.1132,0.5792,0.6949,0.7911,0.9766,1.3135,0.9191,0.595,1.463,1.0234,1.104,0.8922,1.5606,0.7527,1.24,2.2088
1979,3-hydroxyhexanoate,Lipid,"Fatty Acid, Monohydroxy",53230,LC/MS Neg,100006367,1725,131.0714,151492,10191-24-9,,"HMDB0061652,HMDB0010718",0.6814,0.3457,0.4306,0.6428,0.921,0.9592,1.1498,0.9974,1.1304,0.8701,1.0026,0.9657,1.3938,1.1266,2.0051,1.2442,1.5088,2.8762
1921,3-hydroxyhexanoylcarnitine (1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",62557,LC/MS Pos Early,100020825,2918,276.1806,,,,,1.0249,0.6672,0.9464,1.0598,0.7088,0.8026,0.9297,1.5431,1.1444,0.8512,0.8986,0.7923,1.0081,0.9919,1.5078,1.1818,1.1212,1.7502
4789,3-hydroxyindolin-2-one,Xenobiotics,Food Component/Plant,42561,LC/MS Pos Early,100003823,2035,132.0444,6097,61-71-2,C11130,,1.2642,0.5886,1.3432,0.5496,0.917,0.8305,1.3472,0.8074,0.6681,0.9495,1.4346,0.9209,0.8102,1.0505,2.3879,1.0592,1.2168,1.2375
428,3-hydroxyisobutyrate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1549,LC/MS Polar,111,1619,103.0401,11966314,2068-83-9,"C01188,C06001","HMDB0000023,HMDB0000336",1.0207,0.9583,0.9793,0.8514,0.7917,0.8034,1.4311,1.037,1.1621,0.6688,0.9005,1.2763,0.867,1.6525,1.5057,0.958,1.4466,1.8009
277,3-hydroxykynurenine,Amino Acid,Tryptophan Metabolism,22110,LC/MS Pos Early,100000986,2536,225.087,89,2147-61-7,C02794,HMDB0000732,0.3414,0.3414,0.3414,0.3414,1,0.3414,1.7109,0.8088,2.1732,1.4972,0.7277,0.3719,1.6285,1.1042,0.4297,0.3414,0.5229,1.5475
1985,3-hydroxylaurate,Lipid,"Fatty Acid, Monohydroxy",32457,LC/MS Neg,100001112,5175,215.1653,94216,53941-38-1,,HMDB0000387,0.181,0.356,0.3276,0.763,0.4937,1.063,1.6759,1.9642,1.6291,0.7148,0.8904,0.9567,1.251,1.0433,3.6954,0.4369,1.1339,4.6815
1986,3-hydroxymyristate,Lipid,"Fatty Acid, Monohydroxy",21158,LC/MS Neg,100000882,5335,243.1966,16064,3422-31-9,,,0.4949,0.4687,0.5036,1.3614,0.6756,0.8699,0.8292,2.3575,1.3746,0.7161,0.7681,1.293,1.1301,1.2941,3.6734,0.6471,1.4405,3.6421
1980,3-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",22001,LC/MS Neg,100000773,3446,159.1027,26613,88930-08-9,C20793,HMDB0001954,0.3845,0.2591,0.3249,0.6406,0.7505,1.015,1.3177,1.2798,1.3941,0.8149,0.8049,0.985,1.4097,1.1245,2.4041,0.7021,1.4317,3.2581
1924,3-hydroxyoctanoylcarnitine (1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",64393,LC/MS Pos Early,100021990,3445,304.2119,,,,,0.6837,0.6837,0.6837,0.7381,0.9976,0.9967,1.3692,2.1534,1.5694,0.7156,0.6837,1.0686,1.1789,1,2.2074,0.7442,0.9984,3.0072
1925,3-hydroxyoctanoylcarnitine (2),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",64394,LC/MS Pos Early,100021991,3497,304.2119,,,,,0.6046,0.6046,0.6046,0.6046,0.6046,0.6046,0.6144,0.6046,0.8895,0.6046,0.6046,0.6046,1.1105,0.6046,1.2144,0.6046,0.6046,1.4603
1818,3-hydroxyoctanoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),64388,LC/MS Neg,100020633,3471,216.1241,,,,,0.846,0.8866,0.1223,1.1332,0.2552,0.7234,0.9842,1.1764,0.6122,0.5788,1.347,0.8521,1.4527,1.0158,2.0578,5.4453,1.6626,1.5307
1929,3-hydroxyoleoylcarnitine,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",61840,LC/MS Pos Late,100019801,1406,442.3527,129637446,,,,0.2341,0.308,0.2715,0.6646,0.5507,0.8113,1.242,1.4066,1.403,0.5711,0.5364,0.9993,1.567,1.0007,2.1876,1.2263,1.7337,4.417
6218,3-hydroxypyridine sulfate,Xenobiotics,Chemical,48448,LC/MS Neg,100006098,1595.5,173.9867,,1955-23-3,,,2.0037,2.272,1.4605,1.6581,1.9502,1.135,0.9286,0.5062,0.5811,0.6463,0.6707,0.6301,0.7507,0.7258,1.0024,1.2837,1.1848,0.9976
1984,3-hydroxysebacate,Lipid,"Fatty Acid, Monohydroxy",31943,LC/MS Neg,100001145,1282,217.1081,3017884,73141-46-5,,HMDB0000350,1.2716,1.1015,0.8841,0.8694,0.7103,0.5731,1.2861,1.1109,0.9862,0.6426,1.4696,0.9939,0.9206,0.7212,1.6222,1.6437,1.0061,1.9667
5211,3-indoleglyoxylic acid,Xenobiotics,Food Component/Plant,63583,LC/MS Neg,100020372,2140,188.0353,73863,1477-49-2,,,0.7457,0.9927,0.7079,1.0759,1.4681,0.6938,1.664,1.3846,1.0894,0.9196,0.5896,0.7737,0.9495,1.0225,0.5422,1.0073,1.1698,1.3644
322,3-indoxyl sulfate,Amino Acid,Tryptophan Metabolism,27672,LC/MS Neg,100000467,2222.2,212.0023,10258,2642-37-7,,HMDB0000682,0.984,0.8167,0.9084,0.9831,1.2064,0.694,1.5172,0.8219,0.8986,1.1419,1.3574,1.4125,1.016,1.3835,0.9042,1.1621,1.9106,0.8739
4538,3-methoxycatechol sulfate (1),Xenobiotics,Benzoate Metabolism,48763,LC/MS Neg,100006375,2163,218.9969,129892430,,,,0.9989,0.7933,0.8553,1.3365,2.2219,0.4677,3.7044,1.3916,1.5939,0.6162,1.3157,1.0011,0.5272,0.9041,0.2393,0.8298,1.243,2.4689
4539,3-methoxycatechol sulfate (2),Xenobiotics,Benzoate Metabolism,48752,LC/MS Neg,100006376,2200,218.9969,,,,,1.3459,1.1659,0.9724,1.1929,1.6215,0.6111,1.9315,0.7695,0.7267,0.9279,1.302,0.7139,0.4483,0.5412,0.7723,1.4807,1.0276,1.0354
204,3-methoxytyrosine,Amino Acid,Tyrosine Metabolism,12017,LC/MS Pos Early,1342,2555,212.0917,9307,300-48-1,,HMDB0001434,0.8526,0.7618,1.1444,1.1028,1.1471,1.1137,1.0954,1.336,1.1037,0.8537,0.853,0.9262,0.7939,0.9759,0.7825,1.0241,1.4872,0.6615
4499,3-methyl catechol sulfate (1),Xenobiotics,Benzoate Metabolism,46165,LC/MS Neg,100004112,2790,203.002,118431379,,,,1.0291,1.2961,1.4485,1.2027,1.3544,0.9709,0.5028,0.3323,0.4339,0.5935,0.8415,0.8492,0.4717,0.742,1.3109,1.201,1.1246,1.0591
4500,3-methyl catechol sulfate (2),Xenobiotics,Benzoate Metabolism,46164,LC/MS Neg,100004110,2860,203.002,,,,,1.0679,1.1718,1.2181,1.0565,1.113,0.6995,0.2625,0.2625,0.2625,0.2625,0.6798,0.4104,0.2625,0.7031,0.9226,1.3014,1.4963,0.9435
423,3-methyl-2-oxobutyrate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",44526,LC/MS Neg,100000936,1465,115.0401,49,3715-29-5,C00141,HMDB0000019,0.1427,0.0956,0.7556,0.8677,0.8759,0.7207,1.5409,1.3461,1.7424,1.104,0.5857,1.0253,1.1622,1.0849,1.6148,0.1456,0.9747,1.5698
394,3-methyl-2-oxovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15676,LC/MS Neg,100000036,2064.2,129.0557,440877;439286,1460-34-0;51829-07-3,"C00671,C06008,C03465",HMDB0000491,0.3061,0.1425,0.8278,0.8139,0.8958,0.7017,1.6826,1.1188,1.611,1.0275,0.7965,1.0559,1.1344,1.1181,1.9097,0.2209,0.9725,1.3961
361,3-methylcrotonylglycine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",31940,LC/MS Pos Early,100001149,1980,158.0812,169485,33008-07-0,C20828,HMDB0000459,1.4294,1.8206,0.7175,0.8009,0.9812,0.6081,1.8009,1.3898,1.7291,0.7353,2.8065,0.9428,1.0188,0.7351,0.7755,3.7014,1.6123,0.6094
367,3-methylglutaconate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",57747,LC/MS Polar,100002458,2700,99.0452,1551553,5746-90-7,,HMDB0000522,0.6427,0.7901,0.4905,0.8264,1.3081,0.5933,2.118,1.4468,2.4196,1.3518,0.6886,0.898,1.0468,0.9532,0.4995,1.6346,1.0837,2.3729
72,3-methylhistidine,Amino Acid,Histidine Metabolism,15677,LC/MS Neg,100000042,906.3,168.0779,64969,368-16-1,C01152,HMDB0000479,0.9806,1.4303,1.1725,1.2745,1.0351,0.9213,0.9632,0.7245,1.0194,0.7865,1.0858,1.0922,1.0523,1.2885,0.7374,0.808,0.6613,0.5219
4571,3-phenylpropionate (hydrocinnamate),Xenobiotics,Benzoate Metabolism,15749,LC/MS Neg,100000010,2860,149.0608,107,501-52-0,C05629,HMDB0000764,0.703,0.318,0.9952,0.6639,1.3745,1.0048,1.3454,0.8744,1.6408,1.1434,1.1131,0.6995,0.784,0.8733,1.5959,0.558,1.312,1.7802
1237,3-phosphoglycerate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1414,LC/MS Pos Early,132,590,187.0002,724,80731-10-8,C00597,HMDB0000807,0.9732,0.9246,0.82,0.5313,1.0268,0.7412,1.0895,2.0691,2.2168,1.084,0.5842,1.1168,0.9043,0.548,1.4225,1.3694,0.7866,1.0756
4235,3-ureidoisobutyrate,Nucleotide,"Pyrimidine Metabolism, Uracil containing",57549,LC/MS Polar,100001531,1910,145.0619,160663,2905-86-4,C05100,HMDB0002031,0.6637,0.7495,0.5401,0.996,0.5401,0.7875,1.7004,1.4794,1.2667,1.7611,1.4205,0.8433,0.7341,1,0.5529,1.4941,1.6473,3.6926
4236,3-ureidopropionate,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3155,LC/MS Polar,1053,2230,131.0462,111,462-88-4,C02642,HMDB0000026,0.6802,0.775,0.2257,0.439,0.6414,0.5533,1.5352,1.1261,1.1483,1.5628,1.2814,0.8977,0.7522,1.1023,0.2446,1.4776,1.1983,2.0782
6235,4-acetamidobenzoate,Xenobiotics,Chemical,57585,LC/MS Neg,100009413,1403,178.051,6918889,556-08-1,D03836,,1.3806,0.7164,0.9857,0.958,1.1082,0.7796,2.3994,1.3615,1.5952,0.603,1.2637,0.8581,0.6721,1.0023,1.4393,0.9977,1.1553,0.6881
560,4-acetamidobutanoate,Amino Acid,Polyamine Metabolism,1558,LC/MS Pos Early,1113,1350,146.0812,18189,3025-96-5,C02946,HMDB0003681,1.4351,1.0008,1.6584,0.7073,1.5449,1.0426,1.4543,1.2844,0.6117,0.8789,1.134,0.9228,0.8036,0.7871,0.9992,0.892,1.2917,0.7489
4514,4-acetylphenyl sulfate,Xenobiotics,Benzoate Metabolism,44620,LC/MS Neg,100000711,2375,215.002,4684006,,,,1.9255,1.9007,1.0814,1.347,1.4739,0.7121,1.7131,0.8382,0.9674,0.9609,1.1599,0.5391,0.3768,0.7469,0.7251,1.6667,1.0326,0.8529
4503,4-allylcatechol sulfate,Xenobiotics,Benzoate Metabolism,63597,LC/MS Neg,100020578,3571,229.0176,,,,,1.7918,0.8823,1.0535,1.072,1.1262,0.6472,2.2323,0.8615,1.463,0.7688,0.9465,0.6973,0.5973,0.6242,1.3729,1.0605,0.8617,1.0761
5085,4-allylphenol sulfate,Xenobiotics,Food Component/Plant,37181,LC/MS Neg,100001868,3805,213.0227,66633409,,,,1.3067,0.7777,0.999,1.1672,1.3881,0.7352,1.4586,0.8291,1.267,0.8753,0.9298,0.7342,0.5222,0.7731,1.026,1.001,1.1291,1.097
6263,4-chlorobenzoic acid,Xenobiotics,Chemical,63988,LC/MS Neg,100021784,3015,154.9905,6318,74-11-3,C02370,,1.0992,1.1973,0.8781,0.9385,0.8076,1.0066,1.1582,1.1216,1.0602,1.0266,0.966,1.0869,0.94,0.9803,1.016,0.9934,0.937,0.8983
3218,4-cholesten-3-one,Lipid,Sterol,38125,LC/MS Pos Late,100002227,2520,385.3465,91477,601-57-0,C00599,HMDB0000921,1.6005,1.2198,0.6931,0.7106,0.8627,0.6931,0.6931,1.6221,0.9683,0.7597,0.6931,1.1424,0.6931,1.0317,0.6931,0.6931,0.8262,1.4232
4501,4-ethylcatechol sulfate,Xenobiotics,Benzoate Metabolism,63072,LC/MS Neg,100020536,3379,217.0176,,,,,1.4449,0.8869,1.1795,1.0505,1.19,0.8836,0.7446,0.3572,0.5589,0.9495,1.0679,0.8105,0.8844,1.1918,1.1601,1.5969,1.5083,0.8663
4520,4-ethylphenyl sulfate,Xenobiotics,Benzoate Metabolism,36099,LC/MS Neg,100001756,3580,201.0227,20822574,123-07-9,C13637,HMDB0062551,1.5177,0.7082,0.9604,1.1062,0.7333,0.7622,0.8977,0.6416,1.2087,0.7241,0.8938,3.6436,3.1188,1.9991,0.7267,1.299,1.0396,2.119
563,4-guanidinobutanoate,Amino Acid,Guanidino and Acetamido Metabolism,15681,LC/MS Pos Early,100000096,2320,146.0924,500,463-003;463-00-3,C01035,HMDB0003464,1.1396,0.6705,1.0931,1.1548,1.3216,1.2379,1.6317,1.0837,1.2688,1.0668,0.5124,0.768,0.3749,0.6764,0.3525,0.3239,0.9332,0.5622
1664,4-hydroxy-2-oxoglutaric acid,Lipid,"Fatty Acid, Dicarboxylate",40062,LC/MS Polar,100002537,3073,161.0092,599,1187-99-1,C01127,HMDB0002070,0.5601,0.5814,0.5606,0.5127,1.3053,0.4684,3.2421,2.1653,3.0004,1.3021,0.5946,1.0894,1.2715,1.0921,0.3747,0.8259,0.9106,1.9142
1957,4-hydroxybutyrate (GHB),Lipid,"Fatty Acid, Monohydroxy",34585,LC/MS Pos Early,100001507,1148,87.0441,10413,502-85-2,C00989,HMDB0000710,1.0395,2.9989,0.5612,0.9703,0.8567,0.7219,1.421,1.0297,0.6826,0.5612,1.1111,0.5788,0.79,0.5612,1.1301,1.9581,0.6493,1.2272
5178,4-hydroxycinnamate,Xenobiotics,Food Component/Plant,36770,LC/MS Neg,100001675,1457,163.0401,637542,501-98-4,C00811,HMDB0002035,1.5034,1.3288,1.7722,1.2076,1.3973,0.6765,1.0172,1.0507,0.6721,0.9828,1.1087,0.5671,0.4384,0.5853,0.5295,0.3513,1.2081,0.4507
230,4-hydroxycinnamate sulfate,Amino Acid,Tyrosine Metabolism,48410,LC/MS Neg,100006095,1000,242.9969,6070438,376374-66-2,,,2.6585,3.9002,1.2242,1.2114,0.9953,0.4223,1.1497,1.0337,0.8273,0.5057,1.2739,0.2113,0.2658,0.3183,0.153,1.526,1,0.153
51,4-hydroxyglutamate,Amino Acid,Glutamate Metabolism,40499,LC/MS Pos Early,100002544,1141,164.0554,439902,2485-33-8,C03079,HMDB0001344,2.3331,2.4827,0.7681,0.5651,1,0.7376,2.6935,2.1785,1.5542,0.6721,1.5367,0.5651,0.5651,0.8457,0.5651,2.1553,0.9087,0.9432
4467,4-hydroxyhippurate,Xenobiotics,Benzoate Metabolism,35527,LC/MS Neg,100001423,1475,194.0459,151012,2482-25-9,,HMDB0013678,2.1067,5.3328,0.789,2.3774,1.0878,0.7426,2.4003,1.8604,1.0199,0.6672,0.9801,0.8397,0.6117,0.467,0.3447,3.8386,1.2588,0.2194
159,4-hydroxyphenylacetate,Amino Acid,Phenylalanine Metabolism,541,LC/MS Neg,144,1361,151.0401,127,156-38-7,C00642,HMDB0000020,0.5285,0.6675,1.2046,0.5481,0.6038,0.3233,0.6905,0.8834,0.5447,1.0082,0.9918,1.448,1.7627,1.6574,1.3124,1.0279,1.5206,1.2606
232,4-hydroxyphenylacetate sulfate,Amino Acid,Tyrosine Metabolism,53027,LC/MS Neg,100006633,867,230.9969,,,,,0.6278,0.7707,0.5235,0.7963,0.7285,0.3114,0.6163,0.9742,0.454,1.0258,1.9814,1.6138,1.727,2.1229,1.1238,1.454,2.586,1.5571
175,4-hydroxyphenylpyruvate,Amino Acid,Tyrosine Metabolism,1669,LC/MS Neg,1141,1690,179.035,979,156-39-8,C01179,HMDB0000707,1.5163,4.3705,0.7357,1.0624,1.1592,0.6678,2.2962,0.6825,0.9376,0.6616,1.2718,0.862,0.848,0.8584,0.6852,5.6532,1.2475,1.606
97,4-imidazoleacetate,Amino Acid,Histidine Metabolism,32349,LC/MS Pos Early,100001207,2055,127.0502,96215,645-65-8,C02835,HMDB0002024,0.2912,0.2912,0.2912,0.5841,1.6539,0.6159,1.1558,2.002,1.1247,1.0713,0.2912,0.2912,2.5967,0.8353,0.5323,0.2912,0.7617,1
193,4-methoxyphenol sulfate,Amino Acid,Tyrosine Metabolism,48457,LC/MS Neg,100006262,2412,203.002,,3233-60-1,,,1.5171,0.9723,1.2377,1.3105,1.652,0.7159,2.0133,0.9448,1.0277,0.8901,1.0291,0.754,0.3859,0.6654,0.8559,1.3071,1.1831,0.8742
343,4-methyl-2-oxopentanoate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",22116,LC/MS Neg,100000551,2170,129.0557,70,816-66-0,C00233,HMDB0000695,0.2772,0.2722,0.9045,0.9024,0.9937,0.776,1.6831,1.2682,1.7877,1.1093,0.6806,1.0269,1.0695,0.9699,2.0293,0.3396,1.0063,1.233
4502,4-methylcatechol sulfate,Xenobiotics,Benzoate Metabolism,46146,LC/MS Neg,100004111,2665,203.002,54104170,,,HMDB0240459,2.4507,0.4306,1.1829,1.0092,0.5774,0.5333,0.9908,1.0101,1.4168,0.4726,0.6725,0.6939,0.6372,0.7798,1.0655,1.2639,1.5169,1.2427
1809,4-methylhexanoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),62736,LC/MS Neg,100020632,3550,186.1136,,,,,0.7445,0.7575,0.2308,0.6569,0.3806,0.5501,0.9597,1.0695,0.8313,0.7744,1.8544,1.0403,1.1916,1.6326,1.2507,8.4118,1.7492,1.0503
4527,4-vinylcatechol sulfate,Xenobiotics,Benzoate Metabolism,64579,LC/MS Neg,100021208,3060,215.002,,,,,1.7692,0.792,1.0723,0.8176,1.3728,0.8097,2.0516,0.9813,1.3436,0.7897,1.0187,1.0928,0.2872,0.6396,0.2469,1.1656,2.0174,0.8019
5113,4-vinylguaiacol sulfate,Xenobiotics,Food Component/Plant,48442,LC/MS Neg,100006126,3354,229.0176,53803570,,,HMDB0127980,2.4606,5.146,2.0406,2.206,1.7729,0.4342,1.7397,0.7275,1.2725,0.6291,1.8486,0.4496,0.2027,0.3502,0.3238,1.4303,0.5555,0.2239
4522,4-vinylphenol sulfate,Xenobiotics,Benzoate Metabolism,36098,LC/MS Neg,100001755,3320,199.0071,6426766,2628-17-3,C05627,HMDB0062775,1.2911,1.6832,1.3755,1.101,1.1507,0.6616,1.1808,0.7147,1.1389,0.9599,1.0303,0.8102,0.3689,0.5885,0.4633,0.9697,1.1032,0.403
4278,"5,6-dihydrothymine",Nucleotide,"Pyrimidine Metabolism, Thymine containing",1418,LC/MS Pos Early,158,1280,129.0659,93556,696-04-8,C00906,HMDB0000079,0.2817,0.2894,0.6393,0.5963,0.6694,1.0657,1.1472,1.7274,1.0399,0.8468,0.989,0.9281,1.2687,1.011,1.0983,0.3938,1.4094,2.4821
4229,"5,6-dihydrouracil",Nucleotide,"Pyrimidine Metabolism, Uracil containing",1559,LC/MS Neg,1125,1120,113.0357,649,504-07-4,C00429,HMDB0000076,0.3961,0.2411,0.6355,0.7444,0.7467,1.1503,1.3011,1.0331,0.6709,1.0714,1.4054,1.0355,0.9501,1.1231,0.9669,0.3957,1.3715,2.3214
4220,"5,6-dihydrouridine",Nucleotide,"Pyrimidine Metabolism, Uracil containing",61833,LC/MS Neg,100001425,1119,245.0779,94312,04/05/5627,,HMDB0000497,0.639,0.7571,0.5792,1.0082,0.8508,0.7773,0.9033,0.8933,1.0785,1.0312,1.0897,1.14,1.0407,1.1256,0.7297,1.1968,0.9918,1.1792
1882,5-dodecenoylcarnitine (C12:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",61769,LC/MS Pos Late,100016069,1135,342.2639,91825571,,,HMDB13326,0.4409,0.2902,0.2902,0.9942,0.9279,1.2072,1.1239,1.7685,1.1051,1,0.8307,0.5477,0.563,0.5552,2.4675,1.5357,1.525,4.1518
1995,5-hydroxyhexanoate,Lipid,"Fatty Acid, Monohydroxy",31938,LC/MS Neg,100001148,1267,131.0714,170748,44843-89-2,,"HMDB0000525,HMDB0000409",0.9216,0.6247,0.7868,0.8563,0.8997,0.6502,1.5341,1.3078,1.4141,0.7549,0.9971,0.845,1.034,1.0029,1.9169,1.1905,1.2268,2.2613
290,5-hydroxyindoleacetate,Amino Acid,Tryptophan Metabolism,437,LC/MS Pos Early,71,1893,192.0655,1826,54-16-0,C05635,HMDB0000763,0.9276,0.5878,0.6576,0.5878,2.6577,0.7369,2.5063,1.8098,1.2385,0.8784,1.0651,0.6105,1.0661,1,0.8185,0.8421,2.4255,1.3424
119,5-hydroxylysine,Amino Acid,Lysine Metabolism,15685,LC/MS Pos Early,100000054,2790,163.1077,3032849,13204-98-3,C16741,HMDB0000450,0.3848,0.4958,0.4123,0.763,1.0843,0.4756,1.3563,1.0797,1.6133,1.0073,0.463,1.2487,0.9927,0.7082,0.582,1.5806,1.2474,1.4075
4263,5-methyl-2'-deoxycytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",38159,LC/MS Pos Early,100002300,2303,242.1135,440055,838-07-3,C03592,HMDB0002224,0.1988,0.7743,0.3512,1.2537,1.062,1.3261,1.6498,1.5326,1.0786,1.0126,0.7336,0.6687,0.6203,0.817,1.4253,0.9395,2.2496,0.9874
4253,5-methylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",22119,LC/MS Neg,100000763,1608,256.0939,92918,2140-61-6,,HMDB0000982,0.5635,0.5111,0.6446,0.9564,1.0008,0.9335,1.1643,1.362,1.2815,1.1324,0.8481,1.1464,1.046,0.9168,0.9992,0.7868,1.3137,1.1491
556,5-methylthioadenosine (MTA),Amino Acid,Polyamine Metabolism,1419,LC/MS Pos Early,212,2752,298.0968,439176,2457-80-9,C00170,HMDB0001173,1.1101,0.9214,1.0017,0.7736,1.0757,0.5837,1.3686,2.3894,1.8546,1.3386,0.7348,0.9314,0.6408,0.7209,0.5249,1.2295,0.9983,1.1217
4222,5-methyluridine (ribothymidine),Nucleotide,"Pyrimidine Metabolism, Uracil containing",35136,LC/MS Neg,100001446,1778.1,257.0779,445408,1463-10-1,,HMDB0000884,0.6874,0.6765,0.6492,1.2996,1.0158,0.9816,1.3347,1.4885,0.9181,1.1982,0.8982,1.1351,0.9215,1.0966,1.1082,0.9842,1.3121,0.8241
579,5-oxoproline,Amino Acid,Glutathione Metabolism,1494,LC/MS Neg,1021,738.5,128.0353,439685;7405,98-79-3,"C01879,C02237",HMDB0000267,0.8106,0.7499,0.8037,1.0571,1.0114,0.8962,1.3989,1.7168,1.144,1.0286,0.8337,1.0035,0.9409,0.9965,0.9856,0.9459,1.0999,1.3299
3491,6-beta-hydroxylithocholate,Lipid,Secondary Bile Acid Metabolism,36807,LC/MS Neg,100001625,4830,391.2854,5283821,668-49-5,C15515,HMDB0000811,0.5563,0.3284,0.4818,0.2393,1,0.6389,0.2393,2.9772,0.2987,1.0698,9.9927,2.0862,1.1158,3.023,0.7641,0.3986,3.2693,10.503
6232,6-hydroxyindole sulfate,Xenobiotics,Chemical,48698,LC/MS Neg,100006260,2498,212.0023,122198196,,,HMDB0000682,0.926,0.7759,0.8546,0.6247,1.038,0.5082,1.0723,0.524,0.7047,1.0009,1.0362,1.0288,0.9991,1.1326,1.5914,0.9856,1.2423,1.5866
133,6-oxopiperidine-2-carboxylate,Amino Acid,Lysine Metabolism,43231,LC/MS Neg,100004499,965,142.051,3014237,34622-39-4,,HMDB0061705,1.0723,1.9877,1.2815,1.0237,1.2024,0.8192,1.2164,1.315,1.026,0.9725,0.8549,0.8924,0.8899,0.7598,0.4695,1.183,0.9467,0.9763
3205,7-HOCA,Lipid,Sterol,36776,LC/MS Neg,100001609,5288.1,429.301,3081085,115538-85-7,C17337,HMDB0012458,0.4977,0.4977,0.8504,0.9989,0.6704,0.4977,1.6559,1.0958,1,0.9165,0.5516,0.6464,1.152,1.2436,1.3135,0.4977,1.1077,4.0815
3535,7-ketodeoxycholate,Lipid,Secondary Bile Acid Metabolism,31904,LC/MS Neg,100001063,4821,405.2646,188292,911-40-0,,HMDB0000391,0.1766,0.1299,0.2583,0.0252,0.6451,1.1532,0.3754,3.6934,0.5946,0.9048,6.1944,1.3674,1.0952,2.7155,1.4801,0.4017,3.3157,9.7277
3522,7-ketolithocholate,Lipid,Secondary Bile Acid Metabolism,43830,LC/MS Neg,100001069,5082,389.2697,444262,4651-67-6,,HMDB0000467,0.1252,0.1252,0.1937,0.1252,0.1933,0.4328,0.1252,1.953,0.1252,0.5423,5.1234,1,1.061,1.6891,0.1804,0.1252,2.0355,7.1052
4184,7-methylguanine,Nucleotide,"Purine Metabolism, Guanine containing",35114,LC/MS Neg,100001456,1729.7,164.0578,135398679,578-76-7,C02242,HMDB0000897,0.7887,0.8442,0.8123,1.2108,0.9744,0.933,1.4015,1.3594,1.3532,0.8966,1.0286,1.0134,0.9866,0.9211,0.873,1.1812,1.187,1.2733
2001,8-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",21239,LC/MS Neg,100000956,2300,159.1027,69820,764-89-6,,HMDB0061914,0.499,0.499,1.2664,0.499,1.257,0.499,1.2776,1.0284,0.6683,0.9203,0.909,1.2214,0.9716,0.8573,0.6673,0.499,1.4696,2.3255
2031,"9,10-DiHOME",Lipid,"Fatty Acid, Dihydroxy",38399,LC/MS Neg,179,5180,313.2384,9966640,263399-34-4,C14828,HMDB0004704,0.8471,0.61,1.1182,0.9999,0.4013,1.3231,0.7619,2.198,0.7353,0.9924,1.4357,1.0623,0.7284,1,1.4979,0.4013,1.7166,2.3482
