PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,COMP ID,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB,CB41,CB42,CB43,CB56,CB58,CB59,CB61,CB62,CB63,CB46,CB47,CB48,CB49,CB50,CB51,CB52,CB53,CB54
1981,3-hydroxysuberate,Lipid,"Fatty Acid, Monohydroxy",31936,LC/MS Polar,100001143,3000,189.0768,22328017,73141-47-6,,HMDB0000325,320165.00,155885.00,179268.00,445829.03,218522.00,233875.00,177017.00,273060.00,187961.00,167610.00,107282.99,,132554.00,246711.00,142700.00,227584.98,198807.00,
5211,3-indoleglyoxylic acid,Xenobiotics,Food Component/Plant,63583,LC/MS Neg,100020372,2140,188.0353,73863,1477-49-2,,,183072.00,80212.00,124608.00,140507.00,91034.00,118524.99,111786.00,65243.00,61720.00,167622.00,79946.00,84260.00,55184.00,163955.00,94619.00,116493.00,85020.00,76509.00
322,3-indoxyl sulfate,Amino Acid,Tryptophan Metabolism,27672,LC/MS Neg,100000467,2222.2,212.0023,10258,2642-37-7,,HMDB0000682,11728189.00,1101603.00,2751138.00,7730954.50,3931308.00,2912471.00,2248184.00,1282552.00,4451761.00,808927.00,1237257.00,1236087.00,1429143.00,2889340.00,3718965.00,2854750.25,1853467.00,1167831.00
2999,3-ketosphinganine,Lipid,Sphingolipid Synthesis,34381,LC/MS Pos Late,100001436,1400,300.2897,631,18944-28-0,C02934,HMDB01480,284388.00,,473692.00,,,,,6107842.00,,3740034.00,5353208.00,2754987.00,,2574327.00,,1608493.00,4823704.00,5078323.00
4538,3-methoxycatechol sulfate (1),Xenobiotics,Benzoate Metabolism,48763,LC/MS Neg,100006375,2163,218.9969,129892430,,,,203825.00,,44174.00,169976.00,74917.00,57073.00,,,90154.01,,,,,80609.00,72045.00,68553.00,50116.00,
4539,3-methoxycatechol sulfate (2),Xenobiotics,Benzoate Metabolism,48752,LC/MS Neg,100006376,2200,218.9969,,,,,300780.00,50022.00,78918.00,246893.00,103403.00,83031.00,49110.00,26076.00,157921.02,,,,,54265.00,93117.00,66129.00,33075.00,
4499,3-methyl catechol sulfate (1),Xenobiotics,Benzoate Metabolism,46165,LC/MS Neg,100004112,2790,203.002,118431379,,,,125786.00,,44465.00,97650.00,68498.00,39040.00,,,33343.00,,,,,24684.00,49122.00,,,
423,3-methyl-2-oxobutyrate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",44526,LC/MS Polar,100000936,911,115.0401,49,3715-29-5,C00141,HMDB0000019,,315006.00,260648.00,430126.00,632214.00,330333.00,767208.00,593596.00,738011.00,319268.00,488883.00,477468.00,525004.00,457377.00,1889731.00,730935.00,527864.00,
394,3-methyl-2-oxovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15676,LC/MS Neg,100000036,2064.2,129.0557,440877;439286,1460-34-0;51829-07-3,"C00671,C06008,C03465",HMDB0000491,61176.00,107507.00,94155.00,120010.00,329259.00,83327.00,267680.00,278274.00,409367.97,91781.00,196744.02,192114.00,182662.00,203555.98,606869.00,202075.00,129148.00,132264.00
4252,3-methylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",35132,LC/MS Pos Early,100001466,2176,258.1085,14237477,21028-20-6,,HMDB0240577,302517.00,1024268.00,814340.00,1021346.00,,315700.59,1113650.13,576666.81,304778.00,496026.00,513541.00,735301.00,431636.00,255724.41,1035934.00,551985.00,629219.00,
4571,3-phenylpropionate (hydrocinnamate),Xenobiotics,Benzoate Metabolism,15749,LC/MS Neg,100000010,2860,149.0608,107,501-52-0,C05629,HMDB0000764,50516.00,,83796.00,59049.00,54550.00,48513.00,66462.00,24505.00,40727.00,51960.00,55488.00,47032.00,37453.00,54266.00,333545.00,34563.00,58445.00,64429.00
481,3-sulfo-L-alanine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",47089,LC/MS Pos Early,382,570,170.0118,72886,498-40-8,C00506,HMDB0002757,135021.00,194218.00,180374.00,160096.00,308418.00,191907.00,198217.00,553197.00,234757.00,150300.00,231875.98,224390.00,187541.00,194721.00,178834.00,244763.00,255163.00,229527.02
4236,3-ureidopropionate,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3155,LC/MS Pos Early,1053,875,133.0608,111,462-88-4,C02642,HMDB0000026,4598161.00,973228.00,1369934.00,6378696.50,7232096.00,1827691.88,1428541.00,2872725.00,12440133.00,1068676.00,6323338.00,2667158.00,3223111.25,4055100.75,4135505.75,4284675.00,2667616.00,2706752.00
560,4-acetamidobutanoate,Amino Acid,Polyamine Metabolism,1558,LC/MS Pos Early,1113,1350,146.0812,18189,3025-96-5,C02946,HMDB0003681,466271.00,439553.00,220149.00,696712.00,426650.00,726950.00,297412.00,349296.00,606324.00,297686.00,556970.00,478598.03,142393.00,383612.00,725933.00,698294.00,291235.00,172117.00
4809,4-acetylcatechol sulfate (1),Xenobiotics,Food Component/Plant,62798,LC/MS Neg,100020853,1774,230.9969,,,,,1592559.00,493490.00,553109.00,1267411.00,572341.00,608104.00,394261.00,241370.00,505834.03,295824.00,179836.00,295839.00,185074.00,497175.00,572295.00,661974.00,501075.00,241505.00
4514,4-acetylphenyl sulfate,Xenobiotics,Benzoate Metabolism,44620,LC/MS Neg,100000711,2375,215.002,4684006,,,,305620.00,93288.00,102165.00,284432.00,134415.00,114203.00,96760.00,60481.00,145120.00,57034.00,,46308.00,42271.00,84728.00,113594.00,121891.00,87099.00,
3218,4-cholesten-3-one,Lipid,Sterol,38125,LC/MS Pos Late,100002227,2520,385.3465,91477,601-57-0,C00599,HMDB0000921,1560030.00,1205983.00,977692.00,1581862.00,1187123.00,1631965.00,880202.00,1894514.13,1288505.00,1409941.00,2619171.00,1759120.00,2199921.00,2222893.00,1353899.00,1939750.00,2142786.00,2730381.00
563,4-guanidinobutanoate,Amino Acid,Guanidino and Acetamido Metabolism,15681,LC/MS Pos Early,100000096,2320,146.0924,500,463-003;463-00-3,C01035,HMDB0003464,13486498.00,12768219.00,9102394.00,14471891.00,7967422.00,14810422.00,9357741.00,4480800.00,6116720.00,14541648.00,4956427.00,5870106.00,4825874.00,13384598.00,7785620.00,10999759.00,4868989.00,2001629.00
4483,4-hydroxybenzoate,Xenobiotics,Benzoate Metabolism,21133,LC/MS Neg,100000862,820,137.0244,135,99-96-7,C00156,HMDB0000500,60379.00,,,46815.00,,,34927.00,,,30913.00,43482.00,34824.00,,62628.00,,53079.00,,30852.00
5178,4-hydroxycinnamate,Xenobiotics,Food Component/Plant,36770,LC/MS Neg,100001675,1457,163.0401,637542,501-98-4,C00811,HMDB0002035,384458.00,424037.00,544879.00,229235.00,343070.03,321933.00,245875.98,524039.97,231378.00,794179.06,338743.00,314760.00,227756.00,634174.00,121495.00,293212.00,472809.00,173007.02
230,4-hydroxycinnamate sulfate,Amino Acid,Tyrosine Metabolism,48410,LC/MS Neg,100006095,1000,242.9969,6070438,376374-66-2,,,1450154.00,480676.00,447110.00,1361753.00,758940.00,721766.00,1427885.00,1149806.00,1229633.00,514400.00,541421.00,704466.00,752349.00,741238.00,996011.06,928558.00,1105088.00,411861.97
51,4-hydroxyglutamate,Amino Acid,Glutamate Metabolism,40499,LC/MS Pos Early,100002544,1141,164.0554,439902,2485-33-8,C03079,HMDB0001344,94805.01,312822.00,327465.00,234529.00,89416.00,98225.00,160362.00,,,74544.00,45558.00,,34440.00,171220.00,258232.00,282607.00,,238320.00
4467,4-hydroxyhippurate,Xenobiotics,Benzoate Metabolism,35527,LC/MS Neg,100001423,1475,194.0459,151012,2482-25-9,,HMDB0013678,941087.00,405255.00,319567.00,1293646.00,501705.00,673029.00,745628.00,649072.00,633871.00,301142.00,189283.00,366975.00,459756.00,457453.00,283898.00,566629.00,505173.03,76151.00
232,4-hydroxyphenylacetate sulfate,Amino Acid,Tyrosine Metabolism,53027,LC/MS Neg,100006633,867,230.9969,,,,,1525969.00,137477.00,210035.00,1481732.88,681423.00,389753.00,126746.00,69273.00,597599.00,53866.00,138398.00,60891.00,90534.00,201141.00,431993.00,335550.00,45294.00,93960.00
1189,4-hydroxyphenylacetylglutamine,Peptide,Acetylated Peptides,55017,LC/MS Neg,100010850,1650,279.0986,,,,,2380612.00,1193203.00,1696000.88,3733777.00,1528658.13,2370789.00,1652084.00,746364.06,917319.00,1700508.00,588486.00,1043668.00,855244.00,1249402.00,2524031.00,1591500.88,1455158.00,1258827.00
1191,4-hydroxyphenylacetylglycine,Peptide,Acetylated Peptides,43525,LC/MS Neg,100004418,1622,208.0615,440732,28116-23-6,C05596,HMDB0000735,143447.00,123845.00,131454.00,155752.00,151312.00,108510.00,106213.00,170878.00,69193.00,176472.00,221011.00,157309.00,115150.00,250388.00,112814.00,147991.00,138758.00,251866.00
175,4-hydroxyphenylpyruvate,Amino Acid,Tyrosine Metabolism,1669,LC/MS Neg,1141,1690,179.035,979,156-39-8,C01179,HMDB0000707,519022.00,1331214.00,713069.00,227518.00,768300.00,390562.00,616574.00,699190.00,1095603.00,321478.00,330495.00,660554.00,803675.00,254884.00,774442.00,405166.00,214852.00,408852.00
97,4-imidazoleacetate,Amino Acid,Histidine Metabolism,32349,LC/MS Pos Early,100001207,2055,127.0502,96215,645-65-8,C02835,HMDB0002024,785156.00,810412.00,333851.00,823233.00,520158.97,330167.00,923515.00,254126.00,429966.00,480889.03,,380797.00,433687.00,1303496.00,822824.00,339680.00,406205.00,452332.00
343,4-methyl-2-oxopentanoate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",22116,LC/MS Neg,100000551,2170,129.0557,70,816-66-0,C00233,HMDB0000695,317807.00,273680.00,207403.00,251865.00,555105.00,260711.00,473560.00,540160.00,867385.00,305205.00,390127.00,410968.00,366127.00,206842.00,1200836.00,423807.00,314868.00,269129.00
4502,4-methylcatechol sulfate,Xenobiotics,Benzoate Metabolism,46146,LC/MS Neg,100004111,2665,203.002,54104170,,,HMDB0240459,1155641.00,195091.00,312594.00,674393.00,401635.00,235306.00,169898.00,91404.00,562682.00,,61524.00,30643.00,58200.00,88996.00,254968.00,168186.00,75927.00,61994.00
4527,4-vinylcatechol sulfate,Xenobiotics,Benzoate Metabolism,64579,LC/MS Neg,100021208,3060,215.002,,,,,183050.00,52526.00,60771.00,69828.00,72827.00,24927.00,73268.00,32423.00,175846.00,,39776.00,42018.00,,,44551.00,58071.00,54562.00,36415.00
5216,4-vinylguaiacol glucuronide,Xenobiotics,Food Component/Plant,63843,LC/MS Neg,100021209,3010,325.0929,,,,,282864.00,163946.00,114056.00,260681.02,138185.00,126253.00,113642.00,54402.00,165245.00,82471.00,58687.00,74322.00,80855.00,108554.00,104373.00,126274.00,51199.00,19809.00
5113,4-vinylguaiacol sulfate,Xenobiotics,Food Component/Plant,48442,LC/MS Neg,100006126,3354,229.0176,53803570,,,HMDB0127980,197416.00,65373.00,79496.00,92774.00,86379.00,55757.00,84828.00,25287.00,196179.02,102208.01,52454.00,53728.00,31682.00,81365.00,57658.00,87086.99,24330.00,
4220,"5,6-dihydrouridine",Nucleotide,"Pyrimidine Metabolism, Uracil containing",61833,LC/MS Neg,100001425,1119,245.0779,94312,04/05/5627,,HMDB0000497,194746.00,242888.00,250750.02,298963.00,228971.00,201604.00,124367.00,346916.00,199513.00,607362.00,1056872.00,947186.00,401379.03,704921.94,574778.00,418160.00,356198.00,324329.00
4420,5-(2-Hydroxyethyl)-4-methylthiazole,Cofactors and Vitamins,Thiamine Metabolism,27673,LC/MS Pos Early,100000098,2310,144.0478,1136,137-00-8,C04294,HMDB0032985,,261051.98,95054.00,131603.00,178496.00,127578.00,,578262.00,473281.00,112059.00,258195.00,340207.00,296418.00,168909.00,159953.00,172829.00,211566.00,142202.00
136,5-aminovalerate,Amino Acid,Lysine Metabolism,18319,LC/MS Pos Early,100000454,2220,118.0863,138,660-88-8,C00431,HMDB0003355,4253893.00,1239787.00,3533485.00,1749162.00,2871713.00,1434836.00,2648473.00,10724779.00,2206711.00,7452157.00,29099214.00,8557237.00,4757727.00,14479955.00,4363539.00,6101659.00,14266926.00,13321052.00
1882,5-dodecenoylcarnitine (C12:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",61769,LC/MS Pos Late,100016069,1135,342.2639,91825571,,,HMDB13326,107276.00,246495.00,103748.00,229689.00,79959.00,206730.00,41779.00,163800.00,229475.00,79478.00,,163947.00,267755.00,98144.00,97102.00,,115638.99,112261.00
6249,5-hydroxy-2-methylpyridine sulfate,Xenobiotics,Chemical,63230,LC/MS Neg,100020973,2074,188.0023,,,,,553411.00,199237.00,127862.00,425932.00,227715.00,207819.00,73141.00,,137960.00,45894.00,35778.00,49083.00,27777.00,134069.00,157338.00,139558.00,51975.00,
320,5-hydroxyindole sulfate,Amino Acid,Tryptophan Metabolism,52914,LC/MS Neg,100009042,1928,212.0023,,,,,62396.00,85209.00,87440.00,65461.00,209288.00,65882.00,140834.00,584070.00,206957.00,,90663.00,92050.00,262406.00,,125453.01,56622.00,188730.00,226403.00
119,5-hydroxylysine,Amino Acid,Lysine Metabolism,15685,LC/MS Pos Early,100000054,2790,163.1077,3032849,13204-98-3,C16741,HMDB0000450,77815.00,,,309232.00,367937.00,204522.00,639492.00,177693.00,462799.00,,,194430.00,230328.00,102097.00,1136280.00,400200.00,274595.00,138722.00
285,5-hydroxypicolinic acid,Amino Acid,Tryptophan Metabolism,63160,LC/MS Neg,100021277,709,138.0197,268740,15069-92-8,,,42912508.00,33157016.00,45538032.00,36618648.00,30712958.00,46083540.00,16140358.00,16313708.00,8687298.00,25523976.00,35229048.00,31324912.00,12985208.00,43271096.00,21690144.00,37052168.00,29085952.00,46808008.00
4263,5-methyl-2'-deoxycytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",38159,LC/MS Pos Early,100002300,2303,242.1135,440055,838-07-3,C03592,HMDB0002224,1831512.00,2106201.00,2028743.88,3559382.75,4082252.00,2618304.00,2250254.00,4419743.00,3157281.75,1690692.88,1879207.00,2908073.75,6095901.50,1883728.88,8135641.50,2878280.00,4025427.75,2819450.00
4253,5-methylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",22119,LC/MS Pos Early,100000763,2227,258.1085,92918,2140-61-6,,HMDB0000982,96239.00,108473.00,72802.00,114269.80,,31097.10,142459.20,216777.59,87603.00,148490.00,103158.00,138438.00,247236.02,25861.90,592109.00,197457.00,370753.00,101627.00
556,5-methylthioadenosine (MTA),Amino Acid,Polyamine Metabolism,1419,LC/MS Pos Early,212,2752,298.0968,439176,2457-80-9,C00170,HMDB0001173,1261545.00,498290.00,575581.00,1563609.00,1419573.00,1062981.00,2096199.13,1154573.00,1329144.00,3175579.00,2265503.00,6144808.00,2018451.00,2475475.00,2059735.00,1947281.00,389167.00,2410928.00
447,5-methylthioribose,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",62100,LC/MS Pos Early,100002103,790,181.0529,6419710,23656-67-9,,HMDB0001087,383119.00,130655.00,99124.00,597030.00,290495.00,208122.00,170774.00,,251889.02,127097.00,,,,122094.00,116333.00,74317.00,,
4222,5-methyluridine (ribothymidine),Nucleotide,"Pyrimidine Metabolism, Uracil containing",35136,LC/MS Neg,100001446,1778.1,257.0779,445408,1463-10-1,,HMDB0000884,,,,,,,,41874.00,38797.00,,48453.00,22470.00,63664.00,,275972.00,119160.00,77039.00,
579,5-oxoproline,Amino Acid,Glutathione Metabolism,1494,LC/MS Neg,1021,738.5,128.0353,439685;7405,98-79-3,"C01879,C02237",HMDB0000267,10199721.00,6257703.00,7904393.50,13021218.00,14979548.00,14205730.00,18344700.00,9232598.00,20689688.00,8262024.00,10749192.00,9120206.00,9487285.00,8932019.00,20912636.00,14805885.00,11074069.00,12871887.00
3491,6-beta-hydroxylithocholate,Lipid,Secondary Bile Acid Metabolism,36807,LC/MS Neg,100001625,4830,391.2854,5283821,668-49-5,C15515,HMDB0000811,1279685.00,,1532102.00,,2812596.00,65825.00,107781.99,23443910.00,2010152.00,1350915.00,12064578.00,4891102.00,2947765.00,4591236.00,1358090.00,1837981.00,11944689.00,13657623.00
3521,6-oxolithocholate,Lipid,Secondary Bile Acid Metabolism,46336,LC/MS Neg,100001068,5033,389.2697,164960,2393-61-5,,,150615.00,,218828.00,,487116.00,,,6122057.00,311889.00,249800.00,2317820.00,595600.00,673550.00,1491391.00,196360.00,494300.00,2637576.00,1867132.00
133,6-oxopiperidine-2-carboxylate,Amino Acid,Lysine Metabolism,43231,LC/MS Pos Early,100004499,1432,144.0655,3014237,34622-39-4,,HMDB0061705,3876442.75,5608317.00,5070533.00,4663848.00,4183956.75,4371884.00,2996728.00,2578910.00,2183870.00,3007478.00,2647591.00,1867929.00,1399199.00,3698839.00,3369513.00,3168472.00,3630235.25,1045567.00
3519,"7,12-diketolithocholate",Lipid,Secondary Bile Acid Metabolism,31906,LC/MS Neg,100001070,4215,403.249,3080560,517-33-9,,,,,,,,,,48558.00,,,269741.00,,,204248.00,,73950.00,158331.00,91955.00
3535,7-ketodeoxycholate,Lipid,Secondary Bile Acid Metabolism,31904,LC/MS Neg,100001063,4821,405.2646,188292,911-40-0,,HMDB0000391,16776928.00,25031.00,22301514.00,528307.00,39823944.00,2323732.00,3058472.00,227433600.00,43000024.00,14773717.00,165614208.00,48819056.00,62398472.00,75308752.00,32790260.00,61223064.00,182123680.00,143530928.00
3522,7-ketolithocholate,Lipid,Secondary Bile Acid Metabolism,43830,LC/MS Neg,100001069,5082,389.2697,444262,4651-67-6,,HMDB0000467,1285902.00,,2301750.00,,2758807.00,62989.00,182156.00,17326784.00,3481434.00,1228284.00,11847740.00,4180957.25,5927449.00,4473807.00,1322547.00,3255982.00,11505167.00,12138827.00
4184,7-methylguanine,Nucleotide,"Purine Metabolism, Guanine containing",35114,LC/MS Neg,100001456,1729.7,164.0578,135398679,578-76-7,C02242,HMDB0000897,178947.00,117099.00,111610.00,214623.00,144064.00,148083.00,123048.00,168666.00,120535.00,173285.00,296799.00,282305.00,181107.98,284426.00,166155.00,200924.00,177185.98,327459.00
4187,7-methylguanosine,Nucleotide,"Purine Metabolism, Guanine containing",31580,LC/MS Pos Early,100001118,2214,298.1146,135445750,20241-86-4,C20674,HMDB0001107,142309.00,34098.00,120079.00,107340.00,,85044.00,84313.00,33937.00,,144309.00,120827.01,,,211809.00,,79184.00,228762.00,160306.00
2001,8-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",21239,LC/MS Neg,100000956,2300,159.1027,69820,764-89-6,,HMDB0061914,36645.00,39709.00,45338.00,40803.00,29192.00,37695.00,35606.00,29714.00,,38924.00,,39236.00,34657.00,58112.00,37513.00,,64096.00,27680.00
1840,acetylcarnitine (C2),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",32198,LC/MS Pos Early,100000802,2282,204.123,7045767,5080-50-2,C02571,HMDB0000201,9152698.00,13524664.00,6518337.00,17160764.00,57554016.00,18489106.00,34431320.00,43897824.00,84085696.00,3225064.00,8702237.00,25515542.00,33912168.00,4147560.00,125397544.00,49091936.00,21108952.00,16811536.00
1441,aconitate [cis or trans],Energy,TCA Cycle,46173,LC/MS Neg,100001359,580,173.0092,643757;444212,,"C02341,C004174","HMDB0000958,HMDB000072",4023389.25,2061007.13,4265753.00,3266000.00,1033890.94,2423849.00,1554003.00,1671488.00,856226.00,4599829.00,2366649.00,1144698.00,1123286.00,5208178.00,1195345.00,2477966.00,1901569.00,1212398.00
4145,adenine,Nucleotide,"Purine Metabolism, Adenine containing",554,LC/MS Pos Early,880,2221,136.0618,190,73-24-5,C00147,HMDB0000034,6511522.00,1523482.00,1452500.00,4299407.00,9845444.00,4018162.00,5162377.00,10952119.00,8150119.00,18184544.00,32503704.00,12165032.00,9191953.00,20641138.00,6669725.00,9333509.00,4238646.00,21219790.00
4144,adenosine,Nucleotide,"Purine Metabolism, Adenine containing",555,LC/MS Pos Early,798,2169,268.104,60961,58-61-7,C00212,HMDB0000050,564032.00,515703.97,426628.00,535482.00,783643.00,717742.00,1094046.00,655470.00,968072.00,1071181.00,9404707.00,1298754.00,811886.00,7223335.50,1157748.00,1435850.00,830973.00,1049996.00
4140,"adenosine 3',5'-cyclic monophosphate (cAMP)",Nucleotide,"Purine Metabolism, Adenine containing",2831,LC/MS Neg,207,1952.2,328.0452,6076,60-92-4,C00575,HMDB0000058,64901.00,36340.00,52996.00,39714.00,65748.00,62219.00,28427.00,69701.00,47648.00,64934.00,42719.00,59789.00,39288.00,73833.00,28522.00,48990.00,53208.00,46042.00
4137,AMP,Nucleotide,"Purine Metabolism, Adenine containing",32342,LC/MS Pos Early,209,1013,348.0704,6083,149022-20-8,C00020,HMDB0000045,46687.00,145176.00,40513.00,45587.00,353858.00,52979.00,200036.00,99387.00,376117.00,108452.00,497064.97,237393.00,198091.00,112813.00,215223.00,131777.00,61600.00,79510.00
1907,adipoylcarnitine (C6-DC),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",52988,LC/MS Pos Early,100006614,2570,290.1598,71296139,,,HMDB0061677,408847.00,117643.01,179675.00,619947.00,186557.00,358862.00,260125.02,262143.98,268448.00,166884.00,171805.00,160106.00,269251.00,244958.00,172981.00,223236.00,302097.00,66878.00
1575,adrenate (22:4n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),32980,LC/MS Neg,100001193,5678,331.2643,5497181;5282844,2091-25-0,C16527,HMDB0002226,1433724.00,1212430.00,,6472161.00,15814246.00,8996420.00,15253915.00,5369856.00,46585056.00,943080.00,2175302.00,35873912.00,14074793.00,992673.00,93251728.00,10381669.00,5659457.00,3645709.00
534,agmatine,Amino Acid,Polyamine Metabolism,15496,LC/MS Pos Early,100000103,3057,131.1291,199,2482-00-0,C00179,HMDB0001432,,276780.00,360845.00,61540.00,55697.00,93040.00,,,,94499.00,131714.00,,,157018.00,,74816.00,91123.00,173484.00
1083,ala-ile-ala,Peptide,Polypeptide,64506,LC/MS Pos Early,100021655,2892,274.1761,18218408,,,,215785.00,773924.94,525522.00,,956916.00,323470.00,435010.03,1017849.00,1579874.00,695994.00,1040694.00,765460.94,636798.00,516950.00,,308397.00,190893.00,736800.00
1084,ala-leu-ala,Peptide,Polypeptide,64505,LC/MS Pos Early,100021654,2945,274.1761,23080784,,,,218902.00,762800.00,593613.00,,1056277.00,281399.00,393659.00,999101.00,2027687.00,814429.00,1002628.00,952034.00,579918.00,605522.00,210692.00,246524.98,142963.00,511739.03
29,alanine,Amino Acid,Alanine and Aspartate Metabolism,1126,LC/MS Pos Early,811,1700,90.055,5950,56-41-7,C00041,HMDB0000161,722211712.00,984946368.00,726310848.00,1002259456.00,1891065984.00,1097382272.00,1922877184.00,1097200640.00,2513812224.00,589902784.00,825144960.00,1409640192.00,1514840960.00,479692256.00,3598610176.00,1656470016.00,1127366400.00,827908544.00
663,alanylleucine,Peptide,Dipeptide,37093,LC/MS Pos Early,100001890,3055,203.139,259583,1638-60-4,,HMDB0028691,615328.00,925041.00,1399236.00,434088.00,1607450.00,536221.00,790397.00,2427391.00,2443533.00,9129699.00,2441524.00,974149.00,843006.00,3286191.00,1248930.00,892737.00,859612.00,1380451.00
4132,allantoic acid,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",33434,LC/MS Polar,218,2960,175.0473,203,99-16-1,C00499,HMDB0001209,184270.00,,,99906.00,,,,,62953.00,,1200060.00,79425.00,,204812.02,81189.00,,,
4131,allantoin,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",1107,LC/MS Polar,1002,1672,157.0367,204;439714;439713,97-59-6,"C02350,C02348,C01551",HMDB0000462,34470632.00,21466860.00,17767816.00,33430116.00,24425992.00,21638880.00,16663023.00,11592688.00,25390792.00,13672475.00,8006192.00,12676405.00,11049073.00,20147424.00,16081563.00,18022752.00,9653543.00,6712292.00
4367,alpha-CEHC glucuronide*,Cofactors and Vitamins,Tocopherol Metabolism,39346,LC/MS Neg,100003101,2616,453.1766,134819285,477200-36-5,,HMDB0062445,58476.00,,,113772.00,43186.00,85021.00,34753.00,39231.00,25255.00,,,29138.00,35671.00,22473.00,30622.00,,37270.00,
4369,alpha-CEHC glycine*,Cofactors and Vitamins,Tocopherol Metabolism,62281,LC/MS Neg,100005974,4076,334.166,,,,,,,27147.00,155496.00,93030.00,41091.00,,120975.00,75757.00,,,82056.00,66713.00,,,,83509.01,
4356,alpha-CMBHC glucuronide,Cofactors and Vitamins,Tocopherol Metabolism,63926,LC/MS Neg,100005977,3664,495.2236,,,,,686054.00,310609.00,388070.00,1437878.00,613783.00,1087555.00,583008.00,667489.00,491317.97,415476.00,493988.00,783106.00,744192.00,609701.00,835066.00,659117.94,845487.00,398526.00
347,alpha-hydroxyisocaproate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",22132,LC/MS Neg,100000706,1840,131.0714,92779;83697;439960,10303-64-7,C03264,"HMDB0000665,HMDB0000624,HMDB00746",248225.00,,49768.00,825118.00,198515.00,114336.00,52708.00,31354.00,94269.00,275452.00,121454.00,,114600.00,149503.00,331895.00,221266.00,496175.03,155287.00
424,alpha-hydroxyisovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",46537,LC/MS Polar,100001300,1052,117.0557,99823,600-37-3,,HMDB0000407,732442.00,,,1575337.00,1104925.00,650296.00,764323.00,869405.00,1136152.00,688410.00,825599.00,664783.00,689304.00,826611.00,1929856.13,1381970.00,1706163.88,753382.00
46,alpha-ketoglutaramate*,Amino Acid,Glutamate Metabolism,62101,LC/MS Polar,100002397,1916,144.0302,48,18465-19-5,C00940,HMDB0001552,944265.00,1020585.00,670214.00,604016.00,1660112.00,1057822.00,1278502.00,970869.00,1725062.00,765948.00,815378.00,1303994.00,817588.00,942122.00,4167518.25,1626222.00,808888.00,1106522.00
1445,alpha-ketoglutarate,Energy,TCA Cycle,528,LC/MS Polar,93,2700,145.0143,51,305-72-6;328-50-7;22202-68-2,C00026,HMDB0000208,3021421.00,3978512.25,3391077.00,3155593.00,4982688.00,2466846.00,3269602.00,5487830.00,5705765.00,1991079.00,4037643.00,3315315.00,5417789.00,3202862.00,6072213.00,2774826.00,4515931.00,4437358.00
3463,alpha-muricholate,Lipid,Primary Bile Acid Metabolism,34092,LC/MS Neg,100001280,4765,407.2803,53477700,2393-58-0,C17647,HMDB0000506,3029897.00,24249.30,4090461.50,,5158655.50,,708727.63,29466826.00,5406608.00,,28394046.00,9978259.00,5845407.00,14717192.00,,7487087.50,17320308.00,39035392.00
4357,alpha-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,1561,LC/MS Pos Late,1105,2522,430.3782,86472,59-02-9;10191-41-0,C02477,HMDB0001893,97176352.00,99352312.00,93714432.00,95773328.00,94447568.00,89070056.00,71796552.00,112802824.00,116301664.00,116075032.00,122063720.00,103602792.00,116837152.00,107051600.00,78541560.00,85143304.00,140295808.00,135270448.00
4358,alpha-tocopherol acetate,Cofactors and Vitamins,Tocopherol Metabolism,38288,LC/MS Pos Late,100002328,2702,490.4255,2117,7695-31-2,C13202,HMDB0034227,2314030.00,5983719.00,2521475.00,3667469.00,2436101.00,3129486.00,3474816.75,3210970.00,3536643.00,4655833.00,2305201.00,3974354.25,4482569.00,3920586.75,2755636.00,2902625.00,2834565.00,3190834.00
4363,alpha-tocotrienol,Cofactors and Vitamins,Tocopherol Metabolism,37502,LC/MS Pos Late,100001979,1986,424.3336,5282347,58864-81-6,C14153,HMDB0006327,2306510.00,4373198.00,2962495.00,3068160.00,2878103.00,2639113.00,2665275.00,3609726.00,4266620.00,5522189.00,3735465.25,3586420.25,3813129.00,3220585.00,2222198.00,2607334.00,5482275.00,4308554.00
